-3.775686025619506836e-01,9.988649487495422363e-01,4.103526175022125244e-01,3.723435699939727783e-01,1.054069757461547852e+00,6.953344941139221191e-01,-5.837828516960144043e-01,-3.444008231163024902e-01,-1.945758461952209473e-01,-5.794376134872436523e-01,-5.356414318084716797e-01,-5.473936796188354492e-01,-7.009890675544738770e-01,6.288272142410278320e-01,3.369650542736053467e-01,1.601551175117492676e+00,6.727174390107393265e-03,7.134300470352172852e-01,1.174126863479614258e+00,7.022230029106140137e-01,4.324924051761627197e-01,5.411417484283447266e-01,8.735390305519104004e-01,1.245513916015625000e+00,-3.920506834983825684e-01,8.135247230529785156e-01,8.518523536622524261e-03,5.967372655868530273e-01,1.115169405937194824e+00,1.214115381240844727e+00,2.001816511154174805e+00,-1.729673862457275391e+00,5.402623414993286133e-01,1.372076272964477539e+00,5.808257497847080231e-03,1.619784235954284668e+00,-2.413414716720581055e-01,-2.955305576324462891e-01,6.255811452865600586e-02,-7.922324538230895996e-01
-2.552532218396663666e-02,-3.615067303180694580e-01,-2.036936730146408081e-01,1.634843587875366211e+00,-5.813986659049987793e-01,1.250846028327941895e+00,-1.128597259521484375e-01,-1.520827114582061768e-01,3.975788131356239319e-02,-2.032739967107772827e-01,-1.985413432121276855e-01,-7.034807205200195312e-01,9.681916832923889160e-01,1.297350134700536728e-02,2.342677712440490723e-01,4.939707219600677490e-01,4.284708201885223389e-01,-1.397125273942947388e-01,-3.129613995552062988e-01,-1.345552563667297363e+00,1.642334461212158203e+00,-9.974910616874694824e-01,3.559090495109558105e-01,-1.639466881752014160e+00,1.094250321388244629e+00,7.128744721412658691e-01,1.057618185877799988e-01,9.279111027717590332e-01,2.286205813288688660e-02,6.499518752098083496e-01,-1.948845148086547852e+00,-1.160646080970764160e-01,4.233044087886810303e-01,9.906082600355148315e-02,1.207037642598152161e-01,-1.166803956031799316e+00,-5.832479596138000488e-01,3.239924013614654541e-01,-1.186280846595764160e-01,-5.881235003471374512e-01
7.900300621986389160e-01,-1.512850999832153320e+00,1.099889755249023438e+00,-5.736485123634338379e-01,8.893163204193115234e-01,3.411451876163482666e-01,-6.974500417709350586e-01,9.141409993171691895e-01,-5.616700053215026855e-01,-5.517694950103759766e-01,-1.292120337486267090e+00,7.248114049434661865e-02,-1.487629175186157227e+00,-1.362695693969726562e+00,-5.445205569267272949e-01,2.003050327301025391e+00,-7.506204247474670410e-01,8.949681520462036133e-01,3.562365174293518066e-01,-2.357898801565170288e-01,8.763429522514343262e-01,4.749750792980194092e-01,-6.722208857536315918e-01,1.414916384965181351e-02,1.704895138740539551e+00,-2.766368985176086426e-01,-1.884810328483581543e-01,5.999889373779296875e-01,-7.213988900184631348e-01,-1.679614305496215820e+00,-3.881064653396606445e-01,-2.599943578243255615e-01,4.621513783931732178e-01,-5.751762986183166504e-01,-1.506519675254821777e+00,-6.416431069374084473e-01,1.988474428653717041e-01,1.543801069259643555e+00,-1.528253197669982910e+00,-4.351664483547210693e-01
-4.666561782360076904e-01,2.371131256222724915e-02,4.562516808509826660e-01,-6.821048259735107422e-02,-1.246964782476425171e-01,2.343110181391239166e-02,1.276182174682617188e+00,-9.669771790504455566e-01,2.180218249559402466e-01,1.057725474238395691e-01,-2.437322586774826050e-01,8.251764178276062012e-01,1.507231831550598145e+00,1.656845659017562866e-01,7.257753014564514160e-01,7.161281704902648926e-01,1.787837028503417969e+00,-1.569066047668457031e+00,-1.417221307754516602e+00,-1.502519249916076660e-01,-9.378439746797084808e-03,-1.074587628245353699e-01,-5.640913844108581543e-01,6.264212727546691895e-02,1.238090157508850098e+00,-3.272418379783630371e-01,1.376529693603515625e+00,1.209762811660766602e+00,-8.687790036201477051e-01,1.758149385452270508e+00,-9.265117645263671875e-01,8.042814731597900391e-01,6.701616048812866211e-01,1.306030750274658203e+00,1.083112359046936035e+00,-5.041416287422180176e-01,9.991711378097534180e-01,-8.182684779167175293e-01,9.474002718925476074e-01,-6.768195033073425293e-01
-9.469447135925292969e-01,-2.536347806453704834e-01,5.373216867446899414e-01,1.943703293800354004e-01,6.874068975448608398e-01,4.948632419109344482e-01,1.858670711517333984e-01,3.280579149723052979e-01,6.974119544029235840e-01,4.072993397712707520e-01,-6.968007087707519531e-01,-2.036238014698028564e-01,7.923046946525573730e-01,1.277185529470443726e-01,8.016173839569091797e-01,4.454726576805114746e-01,7.330030798912048340e-01,-1.004364132881164551e+00,-1.035384416580200195e+00,-7.013093233108520508e-01,-5.864199995994567871e-01,-2.998452484607696533e-01,-2.168973833322525024e-01,1.147549867630004883e+00,-7.210254669189453125e-02,-9.964953362941741943e-02,7.895109057426452637e-01,1.015608310699462891e+00,1.556944251060485840e-01,-3.529156744480133057e-01,-2.431764155626296997e-01,1.114252567291259766e+00,-1.460974961519241333e-01,9.872224330902099609e-01,2.841696739196777344e-01,7.990475296974182129e-01,1.022852420806884766e+00,-1.004034996032714844e+00,-1.715574264526367188e-01,-1.497948646545410156e+00
4.681228697299957275e-01,-4.159034192562103271e-01,7.621254324913024902e-01,1.354126930236816406e+00,3.058233484625816345e-02,1.217696547508239746e+00,-4.461090266704559326e-01,-1.908862590789794922e+00,-1.523134589195251465e+00,2.849808037281036377e-01,-2.954608798027038574e-01,-1.096246838569641113e+00,1.043438553810119629e+00,1.787095814943313599e-01,1.895444989204406738e-01,2.112713456153869629e-01,-1.697576195001602173e-01,6.853600740432739258e-01,-1.683893799781799316e-01,1.537868976593017578e+00,2.713971138000488281e-01,-8.548708558082580566e-01,1.064380764961242676e+00,-1.480071902275085449e+00,-3.671836256980895996e-01,7.943658828735351562e-01,1.086091548204421997e-01,9.401801824569702148e-01,2.701853811740875244e-01,4.053523764014244080e-02,-5.958628058433532715e-01,-7.578371763229370117e-01,-5.133995413780212402e-01,6.027860045433044434e-01,3.039635419845581055e-01,4.351882934570312500e-01,-1.208843350410461426e+00,-9.492555260658264160e-01,-1.352666914463043213e-01,3.517377972602844238e-01
-1.903036385774612427e-01,3.513169288635253906e-02,-3.867465555667877197e-01,-2.554694414138793945e-01,-1.154928803443908691e+00,-4.213669300079345703e-01,1.920126378536224365e-01,6.179050207138061523e-01,7.233799099922180176e-01,8.394174575805664062e-01,3.057122826576232910e-01,3.071516454219818115e-01,4.649863839149475098e-01,3.491765260696411133e-01,1.046290755271911621e+00,-7.133404612541198730e-01,-2.481023520231246948e-01,5.753552317619323730e-01,-8.164571523666381836e-01,-1.319581922143697739e-02,-8.484213054180145264e-02,2.680093944072723389e-01,-6.334802508354187012e-01,-8.831773996353149414e-01,-4.723888635635375977e-01,4.478356242179870605e-02,4.500479251146316528e-02,6.319480538368225098e-01,1.856979250907897949e+00,-1.673119664192199707e-01,-2.962252795696258545e-01,7.901487946510314941e-01,-6.454076766967773438e-01,-1.038630127906799316e+00,4.798826873302459717e-01,1.896056979894638062e-01,1.392695009708404541e-01,1.244831681251525879e+00,3.019867241382598877e-01,-8.480490446090698242e-01
-1.001265048980712891e+00,-2.315376512706279755e-02,-4.100553393363952637e-01,6.901423931121826172e-01,1.847730398178100586e+00,1.339091658592224121e-01,-6.651453971862792969e-01,-3.961533904075622559e-01,-4.534367322921752930e-01,-4.481796324253082275e-01,-5.719804763793945312e-01,-1.016624689102172852e+00,9.894579648971557617e-01,1.709407210350036621e+00,-1.281988173723220825e-01,-6.116885319352149963e-02,1.281168818473815918e+00,-1.093124628067016602e+00,-3.643988668918609619e-01,-1.197355687618255615e-01,-9.095277190208435059e-01,1.766577005386352539e+00,-1.124886274337768555e+00,1.004729986190795898e+00,-5.258402973413467407e-02,7.600286006927490234e-01,7.453697323799133301e-01,3.543296083807945251e-02,-4.732860028743743896e-01,-9.434891939163208008e-01,-3.810268044471740723e-01,6.446588635444641113e-01,-9.405797123908996582e-01,6.983092427253723145e-01,-1.715637445449829102e+00,1.399448513984680176e+00,-7.947228550910949707e-01,1.191739082336425781e+00,9.787507653236389160e-01,1.097758054733276367e+00
-2.074499875307083130e-01,3.926279246807098389e-01,1.467270731925964355e+00,3.287848830223083496e-01,-1.085352778434753418e+00,-1.454301830381155014e-02,1.113844990730285645e+00,-5.030651688575744629e-01,-1.759523391723632812e+00,1.177115321159362793e+00,6.530673503875732422e-01,2.033876925706863403e-01,6.614630818367004395e-01,-4.810786247253417969e-01,1.069122627377510071e-01,6.889079213142395020e-01,-3.369375467300415039e-01,-5.969058871269226074e-01,5.581459999084472656e-01,1.656620390713214874e-02,8.449358344078063965e-01,3.494039475917816162e-01,1.023095250129699707e+00,-1.381042003631591797e+00,8.214166760444641113e-01,4.231344163417816162e-01,-7.250265032052993774e-02,1.920596718788146973e+00,-7.231336236000061035e-01,1.380064010620117188e+00,1.627451181411743164e-01,-7.103558778762817383e-01,3.143238425254821777e-01,-1.249536126852035522e-01,1.266916155815124512e+00,-9.751414060592651367e-01,1.759124755859375000e+00,4.722451567649841309e-01,-4.608775377273559570e-01,3.651848137378692627e-01
1.207664489746093750e+00,-1.234258174896240234e+00,-1.431477904319763184e+00,1.505995988845825195e+00,2.850417196750640869e-01,2.620193064212799072e-01,2.376492917537689209e-01,2.446921318769454956e-01,7.357385009527206421e-02,-2.125724852085113525e-01,4.183481931686401367e-01,-1.002565979957580566e+00,-6.190254092216491699e-01,5.584001075476408005e-03,5.980389714241027832e-01,-9.301306009292602539e-01,9.140768647193908691e-02,1.701236367225646973e+00,1.579052805900573730e-01,-7.876920104026794434e-01,7.532165050506591797e-01,-7.544524669647216797e-01,-1.125201731920242310e-01,-5.297512561082839966e-02,-1.449909657239913940e-01,-1.438668370246887207e-01,-8.072944879531860352e-01,2.340172976255416870e-01,2.396016120910644531e-01,-6.358226537704467773e-01,9.005022235214710236e-03,1.014409661293029785e+00,9.870505332946777344e-01,-2.325333207845687866e-01,-2.235293835401535034e-01,-4.676239192485809326e-01,6.917707324028015137e-01,1.052159741520881653e-01,-9.314141273498535156e-01,-1.209657788276672363e+00
